timestamp,topology,algorithm,scenario,run_id,host,pcap_file,src_mac,dst_mac,src_ip,dst_ip,proto,src_port,dst_port,length
2026-06-07T08:16:36.740068+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:00:01,00:00:00:00:03:01,10.0.0.1,10.0.0.4,IP,,,96
2026-06-07T08:16:36.772064+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:00:01,00:00:00:00:04:01,10.0.0.1,10.0.0.5,IP,,,96
2026-06-07T08:16:36.840360+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:00:01,00:00:00:00:07:01,10.0.0.1,10.0.0.8,IP,,,96
2026-06-07T08:16:36.858758+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:00:01,00:00:00:00:08:01,10.0.0.1,10.0.0.9,IP,,,96
2026-06-07T08:16:36.874481+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:00:01,00:00:00:00:09:01,10.0.0.1,10.0.0.10,IP,,,96
2026-06-07T08:16:36.898136+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:01:01,00:00:00:00:02:01,10.0.0.2,10.0.0.3,IP,,,96
2026-06-07T08:16:36.898201+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:01:01,10.0.0.3,10.0.0.2,IP,,,96
2026-06-07T08:16:37.029238+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:00:01,10.0.0.3,10.0.0.1,IP,,,96
2026-06-07T08:16:37.029908+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:00:01,00:00:00:00:02:01,10.0.0.1,10.0.0.3,IP,,,96
2026-06-07T08:16:37.033726+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:01:01,10.0.0.3,10.0.0.2,IP,,,96
2026-06-07T08:16:37.033800+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:01:01,00:00:00:00:02:01,10.0.0.2,10.0.0.3,IP,,,96
2026-06-07T08:16:37.037113+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:03:01,10.0.0.3,10.0.0.4,IP,,,96
2026-06-07T08:16:37.046520+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:03:01,00:00:00:00:02:01,10.0.0.4,10.0.0.3,IP,,,96
2026-06-07T08:16:37.050793+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:04:01,10.0.0.3,10.0.0.5,IP,,,96
2026-06-07T08:16:37.056740+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:04:01,00:00:00:00:02:01,10.0.0.5,10.0.0.3,IP,,,96
2026-06-07T08:16:37.061033+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:05:01,10.0.0.3,10.0.0.6,IP,,,96
2026-06-07T08:16:37.070341+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:05:01,00:00:00:00:02:01,10.0.0.6,10.0.0.3,IP,,,96
2026-06-07T08:16:37.074207+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:06:01,10.0.0.3,10.0.0.7,IP,,,96
2026-06-07T08:16:37.078485+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:06:01,00:00:00:00:02:01,10.0.0.7,10.0.0.3,IP,,,96
2026-06-07T08:16:37.082358+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:07:01,10.0.0.3,10.0.0.8,IP,,,96
2026-06-07T08:16:37.089150+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:07:01,00:00:00:00:02:01,10.0.0.8,10.0.0.3,IP,,,96
2026-06-07T08:16:37.093035+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:08:01,10.0.0.3,10.0.0.9,IP,,,96
2026-06-07T08:16:37.099839+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:08:01,00:00:00:00:02:01,10.0.0.9,10.0.0.3,IP,,,96
2026-06-07T08:16:37.103870+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:09:01,10.0.0.3,10.0.0.10,IP,,,96
2026-06-07T08:16:37.110041+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:09:01,00:00:00:00:02:01,10.0.0.10,10.0.0.3,IP,,,96
2026-06-07T08:16:37.123012+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:03:01,00:00:00:00:02:01,10.0.0.4,10.0.0.3,IP,,,96
2026-06-07T08:16:37.123031+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:02:01,00:00:00:00:03:01,10.0.0.3,10.0.0.4,IP,,,96
2026-06-07T08:16:37.217389+00:00,jellyfish,astar,link_flap,run_scenario_jellyfish_astar_link_flap_20260607_081628,h2,jellyfish/astar/link_flap/run_scenario_jellyfish_astar_link_flap_20260607_081628/h2.pcap,00:00:00:00:04:01,00:00:00:00:02:01,10.0.0.5,10.0.0.3,IP,,,96
