topology,algorithm,mean_throughput,mean_runtime,std_throughput,success_rate,composite_score,rank
jellyfish,bellman_ford,95.1454891042545,0.09313353846153846,0.23412362650791715,0.9285714285714286,0.7640638511790552,1
jellyfish,astar,95.08218546724945,0.056586230769230764,0.31029127825257696,0.9285714285714286,0.4438702777715128,2
jellyfish,widest_path,95.05756970258781,0.2599876153846154,0.4577444908822137,0.9285714285714286,1.8776483923232944e-09,3
ring5,bellman_ford,94.58960306646864,0.04177490909090909,1.118156114143705,0.9166666666666666,0.7999999999440954,1
ring5,astar,87.4345616947483,0.04271681818181818,25.851182606109685,0.9166666666666666,0.19845551575010995,2
ring5,widest_path,87.46301402712744,0.15945836363636365,25.858142702708882,0.9166666666666666,0.0015906190581511375,3
